utt_id	text
31_1_02_210926-163030_bem_81c_elicit_0	Do these children want to swim in this river?
31_3_02_210926-163030_bem_81c_elicit_1	Why are the children looking dark?
320_1_02_211015-233145_bem_dcc_elicit_0	It looks like he is from bathing or swimming.
320_3_02_211015-233145_bem_dcc_elicit_1	The woman is sitting on a pillow she has put on the ground.
322_1_02_211015-233609_bem_dcc_elicit_0	He has lifted his hands and he is wearing a white shirt.
322_3_02_211015-233609_bem_dcc_elicit_1	Have you seen how beautiful this place is?
330_1_02_211015-235328_bem_dcc_elicit_0	She looks happy because she knows that food cooks.
330_3_02_211015-235328_bem_dcc_elicit_1	The cups look the same.
335_1_02_211016-000153_bem_dcc_elicit_0	what the man is carrying behind him on top of the dirt there is a vegetable
335_3_02_211016-000153_bem_dcc_elicit_1	The side of the road looks dirty because there are stones and papers.
33_1_02_210926-163413_bem_81c_elicit_0	Is this group of people gathered here to watch these men?
33_3_02_210926-163413_bem_81c_elicit_1	But why are they not cheering for the people gathered?
365_1_02_211016-103121_bem_dcc_elicit_0	They all look like they are father and son because the father looks old and the younger one looks younger.
365_3_02_211016-103121_bem_dcc_elicit_1	This room looks dark.
388_1_02_211016-113008_bem_dcc_elicit_0	This dog is well trained to run and play different games.
388_3_02_211016-113008_bem_dcc_elicit_1	It looks like this dog is not alone. There are other dogs that these people have come to watch.
398_1_02_211016-114703_bem_dcc_elicit_0	It looks like this man is at work because he is wearing a helmet and has lifted a metal bar.
398_3_02_211016-114703_bem_dcc_elicit_1	But this young man is looking at something because he is looking on the other side.
403_1_02_211016-115824_bem_dcc_elicit_0	One of the two has jumped up trying to catch the small ball.
403_3_02_211016-115824_bem_dcc_elicit_1	Even the dogs look clean because they have black and white patches.
404_1_02_211016-120107_bem_dcc_elicit_0	And it is looking at something that has been thrown in the air.
404_3_02_211016-120107_bem_dcc_elicit_1	If we look closely it looks like they are in a field. The fields are very big.
443_1_02_211016-133001_bem_9d4_elicit_0	This thing she is holding was used in the hospital to put a star.
448_1_02_211016-134352_bem_9d4_elicit_0	They are both wearing black shirts.
448_3_02_211016-134352_bem_9d4_elicit_1	The one on the other side is wearing a head wrap.
529_1_02_210929-234711_bmb_b21_elicit_0	He seems to be concentrating, what could he be doing?
529_3_02_210929-234711_bmb_b21_elicit_1	What is he playing with in his right hand?
539_1_02_210930-001828_bmb_b21_elicit_0	Is this man from drawing that finger on the wall?
539_3_02_210930-001828_bmb_b21_elicit_1	The road he is riding his bicycle on can be passed by a vehicle coming in front of him.
606_3_02_211005-105821_bem_9d4_elicit_1	On top of the chair she has put a bag with papers in it.
629_1_02_211005-114929_bem_9d4_elicit_0	He has something round that he has tied with a rope and that is why he is diving into the water.
629_3_02_211005-114929_bem_9d4_elicit_1	The boat doesn't seem to be very big.
653_1_02_211005-124648_bem_9d4_elicit_0	It looks like the woman behind the man is also helping him sing because the man looks like he is singing.
653_3_02_211005-124648_bem_9d4_elicit_1	Have you seen how the man standing behind is looking?
654_1_02_211005-124901_bem_9d4_elicit_0	They are all wearing similar clothes.
654_3_02_211005-124901_bem_9d4_elicit_1	That's true, have you seen that they have shovels?
659_1_02_211005-125754_bem_9d4_elicit_0	The beach has a lot of sand.
659_3_02_211005-125754_bem_9d4_elicit_1	The dog looks like it wants to jump over the water.
66_1_02_210927-151112_bem_81c_elicit_0	All the men have sticks in their hands. What are these sticks used for?
66_3_02_210927-151112_bem_81c_elicit_1	Why do these men look dark such that their faces cannot be seen clearly?
689_1_02_211006-133612_bem_dcc_elicit_0	But each one of them is doing something different, have you seen?
689_3_02_211006-133612_bem_dcc_elicit_1	This looks like it is outside a church because there is a poster where it is written that it is a church.
753_1_02_211011-171001_bem_81c_elicit_0	Why are these people wearing jerseys and caps?
753_3_02_211011-171001_bem_81c_elicit_1	Is that the reason why they are wearing what they are wearing and what they are stepping on?
814_1_02_211012-001018_bem_81c_elicit_0	But the one they want to hit is also bending and watching them?
814_3_02_211012-001018_bem_81c_elicit_1	Is this old man a teacher teaching the young man how to fight?
91_1_02_210929-005944_bem_81c_elicit_0	What could they be looking at in front of them?
91_3_02_210929-005944_bem_81c_elicit_1	What about the woman in front, why is she leaning on her nails?
12_2760_0_121_01_211025-084756_bem_bd6_elicit_0	a dog is playing outside
12_2760_2_121_01_211025-084756_bem_bd6_elicit_1	yes, and he is wearing warm clothes
12_2760_4_121_01_211025-084756_bem_bd6_elicit_2	very much, and it is very happy. very much the dog
12_2801_0_121_01_211027-025623_bem_bd6_elicit_0	two ladies are dancing
12_2801_2_121_01_211027-025623_bem_bd6_elicit_1	the song they are listening to is very nice
12_2801_4_121_01_211027-025623_bem_bd6_elicit_2	there is a group of people and people passing on the side of the road
12_2917_0_121_01_211031-160655_bem_bd6_elicit_0	young men are lined up
12_2917_2_121_01_211031-160655_bem_bd6_elicit_1	there is something they are putting in the cup
12_2917_4_121_01_211031-160655_bem_bd6_elicit_2	It looks like there is food in this building.
12_2959_0_121_01_211101-013248_bem_bd6_elicit_0	Two dogs are chasing each other.
12_2959_2_121_01_211101-013248_bem_bd6_elicit_1	This place has a lot of rocks
12_2959_4_121_01_211101-013248_bem_bd6_elicit_2	the black one is in front
12_2961_0_121_01_211101-013855_bem_bd6_elicit_0	A dog has jumped into the water.
12_2961_2_121_01_211101-013855_bem_bd6_elicit_1	it has mud on its legs
12_2961_4_121_01_211101-013855_bem_bd6_elicit_2	there is little water and a lot of soil
12_2963_0_121_01_211101-015048_bem_bd6_elicit_0	a child is swinging
12_2963_2_121_01_211101-015048_bem_bd6_elicit_1	very much, she is very happy
12_2963_4_121_01_211101-015048_bem_bd6_elicit_2	yes and she has white hair
12_2964_0_121_01_211101-015348_bem_bd6_elicit_0	the dog is on top of a big rock
12_2964_2_121_01_211101-015348_bem_bd6_elicit_1	it seems it's on a hill
12_2964_4_121_01_211101-015348_bem_bd6_elicit_2	yes and there are a lot of clouds
12_2987_0_121_01_211102-011230_bem_bd6_elicit_0	the child is wearing warm clothes
12_2987_2_121_01_211102-011230_bem_bd6_elicit_1	yes there are alot of people behind him
12_2987_4_121_01_211102-011230_bem_bd6_elicit_2	there is a building behind
12_6517_0_121_01_211105-080501_bem_9ed_elicit_0	This big dog is running in the bush with a doll in its mouth
12_6517_2_121_01_211105-080501_bem_9ed_elicit_1	And there are trees where the dog is running with a rabbit in its mouth.
12_6517_4_121_01_211105-080501_bem_9ed_elicit_2	Maybe they have loosened the rope where they have tied the belt.
12_6596_0_121_01_211105-134953_bem_9ed_elicit_0	A dog is jumping over metal bars.
12_6596_2_121_01_211105-134953_bem_9ed_elicit_1	Behind there is a person who is standing watching the dog jumping.
12_6596_4_121_01_211105-134953_bem_9ed_elicit_2	The dog is jumping in the ground.
12_6622_0_121_01_211105-171140_bem_9ed_elicit_0	A young man is standing while holding something to play with.
12_6622_2_121_01_211105-171140_bem_9ed_elicit_1	he is wearing a jersey
12_6622_4_121_01_211105-171140_bem_9ed_elicit_2	He seems to be looking at something in front of him.
12_6640_0_121_01_211105-182957_bem_9ed_elicit_0	A girl is jumping in the water.
12_6640_2_121_01_211105-182957_bem_9ed_elicit_1	yes that's true, there are trees behind him
12_6640_4_121_01_211105-182957_bem_9ed_elicit_2	He is wearing a swimming costume.
12_2760_1_122_02_211105-204828_bem_e3a_elicit_0	The dog looks like it is running to somewhere.
12_2760_3_122_02_211105-204828_bem_e3a_elicit_1	Yes because it looks like it's cold where he is running from.
12_2801_1_122_02_211106-021407_bem_e3a_elicit_0	Maybe the music they are dancing to is nice.
12_2801_3_122_02_211106-021407_bem_e3a_elicit_1	Behind there are three men playing music
12_2917_1_122_02_211106-090710_bem_e3a_elicit_0	What have they done?
12_2917_3_122_02_211106-090710_bem_e3a_elicit_1	There are other people behind them.
12_2959_1_122_02_211106-094908_bem_e3a_elicit_0	Maybe they are going somewhere or maybe they are just running
12_2959_3_122_02_211106-094908_bem_e3a_elicit_1	As they are running they are stepping on dry grass.
12_2961_1_122_02_211106-095023_bem_e3a_elicit_0	He is jumping into the water as he is running.
12_2961_3_122_02_211106-095023_bem_e3a_elicit_1	Yes because it was stepping on mud before it jumped.
12_2963_1_122_02_211106-095157_bem_e3a_elicit_0	He is enjoying swinging on the swing.
12_2963_3_122_02_211106-095157_bem_e3a_elicit_1	she is swinging alone and there are no people
12_2964_1_122_02_211106-095235_bem_e3a_elicit_0	it's standing looking behind
12_2964_3_122_02_211106-095235_bem_e3a_elicit_1	There is more behind the mountains at a distance from where the dog is standing.
12_2987_1_122_02_211106-100943_bem_e3a_elicit_0	Yes she looks happy because she is shining.
12_2987_3_122_02_211106-100943_bem_e3a_elicit_1	It looks like the people behind are playing.
12_6517_1_122_02_211103-055712_bem_ce8_elicit_0	the dog has white fur
12_6517_3_122_02_211103-055712_bem_ce8_elicit_1	it's wearing a belt around its neck
12_6596_1_122_02_211103-094902_bem_ce8_elicit_0	and a lot of metal bars are jumping
12_6596_3_122_02_211103-094902_bem_ce8_elicit_1	yes he is standing outside the fence
12_6622_3_122_02_211104-053452_bem_ce8_elicit_1	yes and he is holding his mouth
12_6640_1_122_02_211104-055954_bem_ce8_elicit_0	there is a wooden building behind him
12_6640_3_122_02_211104-055954_bem_ce8_elicit_1	he is very happy to be playing in water
13_3011_0_131_01_211105-132846_bem_8cc_elicit_0	A child has jumped from the table to what looks like a blanket on the ground.
13_3011_2_131_01_211105-132846_bem_8cc_elicit_1	He is very happy to see, and the way he has stretched his hands as if there is someone who wants him.
13_3011_4_131_01_211105-132846_bem_8cc_elicit_2	He looks like he is used jumping like this.
13_3022_0_131_01_211105-143924_bem_8cc_elicit_0	One man is pushing his motorbike trying to get it out of the soil while the other is pulling it for help.
13_3022_2_131_01_211105-143924_bem_8cc_elicit_1	It's stuck to the sand even though it looks like they will manage to remove it.
13_3041_2_131_01_211106-055321_bem_8cc_elicit_1	He looks young and he doesn't have a rope to save him in case he wants to fall.
13_3041_4_131_01_211106-055321_bem_8cc_elicit_2	There are different buildings and roads
13_3070_0_131_01_211107-030622_bem_8cc_elicit_0	Two women are hugging. Of the two, one is wearing a helmet on her bicycle.
13_3070_2_131_01_211107-030622_bem_8cc_elicit_1	A lot of people here look like they used to ride bicycles together and now they are done.
13_3070_4_131_01_211107-030622_bem_8cc_elicit_2	Obviously they were in a real competition.
13_3073_0_131_01_211107-031224_bem_8cc_elicit_0	A woman is blowing a white flower.
13_3073_2_131_01_211107-031224_bem_8cc_elicit_1	There are a lot of flowers in the grass.
13_3073_4_131_01_211107-031224_bem_8cc_elicit_2	They look like they are very light because they are just being blown by the wind.
13_3151_0_131_01_211108-065405_bem_8cc_elicit_0	A lot of people are on the road carrying papers that have something written on them that they want their government to do for them.
13_3151_2_131_01_211108-065405_bem_8cc_elicit_1	it's true, these people are very upset about what's happening in their area
13_3151_4_131_01_211108-065405_bem_8cc_elicit_2	Most of them are wearing caps on their heads.
13_3169_0_131_01_211108-073439_bem_8cc_elicit_0	Two women and a man are seated, one woman is holding a cup in her hands and the other woman and a man are reading a book.
13_3169_2_131_01_211108-073439_bem_8cc_elicit_1	They seem to be discussing what they are learning at their school.
13_3169_4_131_01_211108-073439_bem_8cc_elicit_2	They seem to be seated in the yard of one of them.
13_3177_0_131_01_211108-075537_bem_8cc_elicit_0	Two men wearing trousers without shirts look like they are about to do something funny that people are waiting to watch.
13_3177_2_131_01_211108-075537_bem_8cc_elicit_1	It seems they are about to start dancing because even the people watching are happy with what they are doing.
13_3177_4_131_01_211108-075537_bem_8cc_elicit_2	His friend is also making rounds while clapping.
13_3179_0_131_01_211108-075830_bem_8cc_elicit_0	A mother and father are standing with their three children and one child is lifted by the mother.
13_3179_2_131_01_211108-075830_bem_8cc_elicit_1	The three buildings behind should be used for sleeping and cooking.
13_3179_4_131_01_211108-075830_bem_8cc_elicit_2	There are small dry trees on the side.
13_3191_0_131_01_211108-082342_bem_8cc_elicit_0	A man is on a bicycle facing upwards and has let go of one hand.
13_3191_2_131_01_211108-082342_bem_8cc_elicit_1	It seems he is jumping over a hill with a bicycle.
13_3227_0_131_01_211108-095954_bem_8cc_elicit_0	An elderly man is in a building that looks like a bar.
13_3227_2_131_01_211108-095954_bem_8cc_elicit_1	On the wall there is a lamp with words on it that is very bright.
13_6765_0_131_01_211028-102341_bem_9ed_elicit_0	Four people are standing together with three dogs.
13_6765_2_131_01_211028-102341_bem_9ed_elicit_1	One is wearing something like a necklace. Two are holding papers in their hands.
13_6765_4_131_01_211028-102341_bem_9ed_elicit_2	That's how it seems, but there doesn't seem to be any people watching.
13_6799_0_131_01_211028-143019_bem_9ed_elicit_0	A dog is walking on the other side of the river while looking down.
13_6799_2_131_01_211028-143019_bem_9ed_elicit_1	It seems to be in the bush.
13_6799_4_131_01_211028-143019_bem_9ed_elicit_2	This dog doesn't look very happy.
13_6810_0_131_01_211028-174628_bem_9ed_elicit_0	Two men are chasing after the ball in a stadium where there are a lot of people.
13_6810_2_131_01_211028-174628_bem_9ed_elicit_1	The referee is also watching while holding a cloth in his hands.
13_6810_4_131_01_211028-174628_bem_9ed_elicit_2	They seem to be showing off how the men are playing the game.
13_6823_0_131_01_211029-171045_bem_9ed_elicit_0	A young boy is on a bicycle being taught by someone who looks like his older brother.
13_6823_2_131_01_211029-171045_bem_9ed_elicit_1	Maybe the helmet is too big and the child doesn't like it. That's why it wants to fall.
13_6823_4_131_01_211029-171045_bem_9ed_elicit_2	Maybe he is afraid of falling from the bicycle.
13_6830_0_131_01_211029-174911_bem_9ed_elicit_0	A dog is on the grass and they have thrown something at it. It is looking in the sky.
13_6830_2_131_01_211029-174911_bem_9ed_elicit_1	It looks like it has an owner who is throwing it. Maybe they are teaching it how to jump.
13_6830_4_131_01_211029-174911_bem_9ed_elicit_2	true, it wants to jump into the sky
13_3011_1_132_02_211024-092524_bem_9ed_elicit_0	He is shirtless with a white trousers.
13_3011_3_132_02_211024-092524_bem_9ed_elicit_1	That's how it seems, but he was injured while jumping.
13_3022_1_132_02_211024-101026_bem_9ed_elicit_0	They are on a hill full of sand. That is why the motorbike has failed to pass.
13_3022_3_132_02_211024-101026_bem_9ed_elicit_1	That's how it seems, they seem to be going very far looking at how they are dressed.
13_3041_1_132_02_211024-114021_bem_9ed_elicit_0	Obviously he wants to reach the top of the mountain because the metal he is holding is what mountaineers use.
13_3041_3_132_02_211024-114021_bem_9ed_elicit_1	On the ground, there are houses. Maybe people come to play in the mountains.
13_3070_1_132_02_211024-144226_bem_9ed_elicit_0	Behind there are other people who are hugging. They are on a bicycle.
13_3070_3_132_02_211024-144226_bem_9ed_elicit_1	Maybe they were competing, the ones hugging each other are the winners
13_3073_1_132_02_211024-144732_bem_9ed_elicit_0	When he blows small things are blowing from the flower he is blowing
13_3073_3_132_02_211024-144732_bem_9ed_elicit_1	they are alot, the bush has only small leaves
13_3151_1_132_02_211025-142230_bem_9ed_elicit_0	It looks like the companies are bringing a lot of pollution in the air and on the ground.
13_3151_3_132_02_211025-142230_bem_9ed_elicit_1	it seems it's cold and they are all wearing jerseys
13_3169_1_132_02_211025-151417_bem_9ed_elicit_0	These look like university students.
13_3169_3_132_02_211025-151417_bem_9ed_elicit_1	That's how it seems, because the woman dressed in white is thinking a lot about what she is reading from the book she is holding.
13_3177_1_132_02_211025-153147_bem_9ed_elicit_0	It seems they want to dance or maybe they are about to start fighting. They look very dirty.
13_3177_3_132_02_211025-153147_bem_9ed_elicit_1	True, the other one has lifted his hands up as if he is clapping.
13_3179_1_132_02_211025-153512_bem_9ed_elicit_0	They all look alike. There are three houses behind them, maybe that's where they stay.
13_3179_3_132_02_211025-153512_bem_9ed_elicit_1	Indeed, that's how it seems. The house in the middle has a poster on the door.
13_3191_1_132_02_211025-162102_bem_9ed_elicit_0	It seems he is making something to make people happy when he is in the air.
13_3191_3_132_02_211025-162102_bem_9ed_elicit_1	Yes because he has jumped high.
13_3227_1_132_02_211025-213913_bem_9ed_elicit_0	There are three games to play, I don't know which one he will choose.
13_3227_3_132_02_211025-213913_bem_9ed_elicit_1	This place has different kinds of lights.
13_6765_1_132_02_211104-171917_bem_ce8_elicit_0	They are three women and one man.
13_6765_3_132_02_211104-171917_bem_ce8_elicit_1	They seem to have finished competing and they are recieving prizes.
13_6799_1_132_02_211104-184034_bem_ce8_elicit_0	It has a belt around its neck and it looks tired.
13_6799_3_132_02_211104-184034_bem_ce8_elicit_1	It has a black mouth and black eyes and it is walking on rocks.
13_6810_1_132_02_211104-202501_bem_ce8_elicit_0	One is holding the other as if he wants to drop him and the other two are watching.
13_6810_3_132_02_211104-202501_bem_ce8_elicit_1	The one holding a cloth in his hands is looking at how they are playing and who wants to score.
13_6823_1_132_02_211104-204804_bem_ce8_elicit_0	Or maybe it's the father. The child is wearing a helmet and it's like he is about to fall on his head.
13_6830_1_132_02_211104-210154_bem_ce8_elicit_0	It looks like it is about to jump on it and catch it with it's mouth.
13_6830_3_132_02_211104-210154_bem_ce8_elicit_1	It has lifted it's tail with a lot of fur and it has folded it's hind legs showing that it is about to jump.
14_3297_0_141_01_211103-221058_bem_ebf_elicit_0	A lady is sitted down with a dog.
14_3297_2_141_01_211103-221058_bem_ebf_elicit_1	The woman has a bag on the ground.
14_3297_4_141_01_211103-221058_bem_ebf_elicit_2	There are a lot of dogs in the ground.
14_3321_0_141_01_211104-090418_bem_ebf_elicit_0	A woman is standing on the grass.
14_3321_2_141_01_211104-090418_bem_ebf_elicit_1	He is holding a small white dog.
14_3321_4_141_01_211104-090418_bem_ebf_elicit_2	The woman is wearing a black trousers.
14_3389_0_141_01_211105-031747_bem_ebf_elicit_0	A person is riding a bicycle.
14_3389_2_141_01_211105-031747_bem_ebf_elicit_1	People are walking without worrying, where are the children and old people?
14_3389_4_141_01_211105-031747_bem_ebf_elicit_2	The man is eating a cake and the woman has biscuits.
14_3400_0_141_01_211105-035732_bem_ebf_elicit_0	A man is standing while holding a ball in his hands.
14_3400_2_141_01_211105-035732_bem_ebf_elicit_1	Maybe they are the ones throwing the ball to their friends.
14_3400_4_141_01_211105-035732_bem_ebf_elicit_2	This man is wearing a yellow shirt with the number twelve written on it.
14_7081_0_141_01_211111-125906_bem_f08_elicit_0	Four white dogs are running while covering their mouths.
14_7081_2_141_01_211111-125906_bem_f08_elicit_1	Yes only four have been selected in this area to go and compete.
14_7081_4_141_01_211111-125906_bem_f08_elicit_2	Yes they are well trained that's why you can't see them but they are competing with other dogs in town, I hope they will compete well.
14_7146_0_141_01_211111-150548_bem_f08_elicit_0	An old man is sitting down with two black bags and a white paper on the side.
14_7146_2_141_01_211111-150548_bem_f08_elicit_1	It looks like she is waiting for her child to come and pick her up.
14_7146_4_141_01_211111-150548_bem_f08_elicit_2	Yes she is the one who has come to see the child, the daughter-in-law and the grandchildren.
14_7154_0_141_01_211111-163555_bem_f08_elicit_0	A girl child dressed in red is swimming in the river.
14_7154_2_141_01_211111-163555_bem_f08_elicit_1	It looks like she came with her parents who are looking after her as she is swimming.
14_7154_4_141_01_211111-163555_bem_f08_elicit_2	Yes these clothes are helping him not to drown because the river is very deep.
14_7190_0_141_01_211111-174639_bem_f08_elicit_0	Three men wearing belts in their waists are standing with an elderly man wearing black clothes and a paper in his hands.
14_7190_2_141_01_211111-174639_bem_f08_elicit_1	Yes this is the place where these men play this game.
14_7190_4_141_01_211111-174639_bem_f08_elicit_2	It looks like this man is the one giving out prizes to the winners of the game.
14_7224_0_141_01_211112-135533_bem_f08_elicit_0	A man is wearing a red shirt, glasses and a blue helmet.
14_7224_2_141_01_211112-135533_bem_f08_elicit_1	Yes he is with a group of electricians.
14_7224_4_141_01_211112-135533_bem_f08_elicit_2	That is why he is smiling, he is with a group of electricians who are making him laugh while he is standing.
14_3297_1_142_02_211029-175718_bem_743_elicit_0	One woman is sitting down while the dog is playing.
14_3297_3_142_02_211029-175718_bem_743_elicit_1	He is watching where the dogs are playing.
14_3321_1_142_02_211029-191139_bem_743_elicit_0	What has he lifted in his hands?
14_3321_3_142_02_211029-191139_bem_743_elicit_1	There is another big dog in front of him.
14_3389_1_142_02_211030-094901_bem_743_elicit_0	There are a lot of people sited, what are they doing?
14_3389_3_142_02_211030-094901_bem_743_elicit_1	A man and a woman are chatting, what are they doing?
14_3400_1_142_02_211030-104604_bem_743_elicit_0	Why does he look happy?
14_3400_3_142_02_211030-104604_bem_743_elicit_1	The man is happy and has painted his cheeks.
14_7081_1_142_02_211112-002647_bem_5da_elicit_0	Is this the dog that was selected to compete with other dogs from other towns?
14_7081_3_142_02_211112-002647_bem_5da_elicit_1	These dogs are really fierce that is why they are being trained by the soldiers that have come to our area.
14_7146_1_142_02_211112-114916_bem_5da_elicit_0	Who is this old man waiting for at this place?
14_7146_3_142_02_211112-114916_bem_5da_elicit_1	Is this the old man who has come from the village to visit the city?
14_7154_1_142_02_211112-123638_bem_5da_elicit_0	Who came with this child to this river?
14_7154_3_142_02_211112-123638_bem_5da_elicit_1	Is this what he is wearing to prevent him from drowning in the river?
14_7190_1_142_02_211112-140802_bem_5da_elicit_0	Is this the place where they compete in jumping?
14_7190_3_142_02_211112-140802_bem_5da_elicit_1	Who is this man wearing black clothes?
14_7224_1_142_02_211112-152350_bem_5da_elicit_0	Is this young man part of the group of young men who have come to fix the lights?
14_7224_3_142_02_211112-152350_bem_5da_elicit_1	They have done a good job, they are cheering everyone on because all the houses have electricity.
15_3534_0_151_01_211022-111306_bem_8cc_elicit_0	A man is sitted in a car watching a dog jump.
15_3534_2_151_01_211022-111306_bem_8cc_elicit_1	Why is he clapping his hands?
15_3573_0_151_01_211025-122810_bem_8cc_elicit_0	A child has jumped high.
15_3573_2_151_01_211025-122810_bem_8cc_elicit_1	There is a road behind him.
15_3573_4_151_01_211025-122810_bem_8cc_elicit_2	The whole place is clean, they must be cleaning it regularly.
15_3582_0_151_01_211025-125313_bem_8cc_elicit_0	Four dogs are in a field.
15_3582_2_151_01_211025-125313_bem_8cc_elicit_1	What are these dogs doing?
15_3582_4_151_01_211025-125313_bem_8cc_elicit_2	Maybe they are in a running competition.
15_3649_0_151_01_211027-110154_bem_8cc_elicit_0	A man and a child are in the sports field.
15_3649_2_151_01_211027-110154_bem_8cc_elicit_1	A man is sleeping on the ground covering his face with his hands.
15_3649_4_151_01_211027-110154_bem_8cc_elicit_2	And they have the ball, maybe they are playing.
15_3693_0_151_01_211028-180720_bem_8cc_elicit_0	A child is with an old woman.
15_3693_2_151_01_211028-180720_bem_8cc_elicit_1	Maybe it's very cold that's why they are wearing warm clothes.
15_3693_4_151_01_211028-180720_bem_8cc_elicit_2	There are other people in this place, others are walking while others are sitting.
15_3735_0_151_01_211029-053653_bem_8cc_elicit_0	A black dog is jumping in the air.
15_3735_2_151_01_211029-053653_bem_8cc_elicit_1	Behind it there is a man bending.
15_3735_4_151_01_211029-053653_bem_8cc_elicit_2	It looks like he is holding a rope in his left hand.
15_7259_0_151_01_211025-180804_bem_9ff_elicit_0	A man is in the air holding a green rope.
15_7259_2_151_01_211025-180804_bem_9ff_elicit_1	It looks like they have tied something on top of the mountain.
15_7259_4_151_01_211025-180804_bem_9ff_elicit_2	Maybe he wants to go to the river.
15_7271_0_151_01_211025-201052_bem_9ff_elicit_0	A woman is sitting with a camera in her hands.
15_7271_2_151_01_211025-201052_bem_9ff_elicit_1	What is this woman doing with the dog?
15_7271_4_151_01_211025-201052_bem_9ff_elicit_2	Maybe that's what the dog wants to catch.
15_7320_0_151_01_211027-084001_bem_9ff_elicit_0	A brown dog is sleeping on the grass.
15_7320_2_151_01_211027-084001_bem_9ff_elicit_1	It is playing with something with its mouth open.
15_7320_4_151_01_211027-084001_bem_9ff_elicit_2	Maybe they have just come back from cutting it.
15_7369_0_151_01_211027-112201_bem_9ff_elicit_0	a child is standing and holding what looks like a stick in his hands
15_7369_4_151_01_211027-112201_bem_9ff_elicit_2	On the other chairs there are young and old people.
15_7421_0_151_01_211027-133256_bem_9ff_elicit_0	three men are standing
15_7421_2_151_01_211027-133256_bem_9ff_elicit_1	What are they doing where they are standing?
15_7421_4_151_01_211027-133256_bem_9ff_elicit_2	there are bottles on the ground maybe they are drinking something
15_7446_0_151_01_211027-141241_bem_9ff_elicit_0	a black dog is in water
15_7446_2_151_01_211027-141241_bem_9ff_elicit_1	What is the dog doing in the water?
15_7446_4_151_01_211027-141241_bem_9ff_elicit_2	Maybe someone threw the ball in the water.
15_7474_0_151_01_211027-151806_bem_9ff_elicit_0	a man is standing looking
15_7474_2_151_01_211027-151806_bem_9ff_elicit_1	and he is wearing a red hat on his head
15_7474_4_151_01_211027-151806_bem_9ff_elicit_2	maybe he is waiting for something where he is standing
15_3534_1_152_02_211021-155309_bem_9ff_elicit_0	One is running and clapping his hands.
15_3534_3_152_02_211021-155309_bem_9ff_elicit_1	Maybe he is cheering his dog on.
15_3573_1_152_02_211022-114341_bem_9ff_elicit_0	Obviously he wants to kick the ball that is already in the air.
15_3573_3_152_02_211022-114341_bem_9ff_elicit_1	The grass looks very healthy.
15_3582_1_152_02_211022-120708_bem_9ff_elicit_0	They have been dressed in different clothes.
15_3582_3_152_02_211022-120708_bem_9ff_elicit_1	They are all running.
15_3649_1_152_02_211022-204841_bem_9ff_elicit_0	A child has lifted his hands up.
15_3649_3_152_02_211022-204841_bem_9ff_elicit_1	Maybe he doesn't want the child to fall on him.
15_3693_1_152_02_211023-143546_bem_9ff_elicit_0	They are both wearing jerseys.
15_3693_3_152_02_211023-143546_bem_9ff_elicit_1	They have even lit a fire and they have lit something.
15_3735_1_152_02_211023-165734_bem_9ff_elicit_0	It has a red rope around its neck.
15_3735_3_152_02_211023-165734_bem_9ff_elicit_1	Why is he bending?
15_7259_3_152_02_211029-105408_bem_8cc_elicit_1	The mountain looks very high maybe that's why he is using a rope.
15_7271_1_152_02_211029-163828_bem_8cc_elicit_0	And she is with a grey dog with its mouth open.
15_7271_3_152_02_211029-163828_bem_8cc_elicit_1	A woman has thrown something red in the air.
15_7320_1_152_02_211030-105821_bem_8cc_elicit_0	What is it doing on the grass?
15_7320_3_152_02_211030-105821_bem_8cc_elicit_1	Behind it there is tall grass.
15_7369_1_152_02_211030-134848_bem_8cc_elicit_0	Where is this child?
15_7369_3_152_02_211030-134848_bem_8cc_elicit_1	There are also a lot of chairs of different colors.
15_7421_1_152_02_211030-164634_bem_8cc_elicit_0	the one on the right has stretched his legs
15_7421_3_152_02_211030-164634_bem_8cc_elicit_1	They have bottles in their hands.
15_7446_1_152_02_211030-171216_bem_8cc_elicit_0	the water looks very dirty
15_7446_3_152_02_211030-171216_bem_8cc_elicit_1	maybe it went to get the ball in its mouth
15_7474_1_152_02_211030-180248_bem_8cc_elicit_0	he is wearing a grey shirt
15_7474_3_152_02_211030-180248_bem_8cc_elicit_1	he is wearing glasses
16_6205_0_161_01_220110-131228_bem_5da_elicit_0	A man is cutting meat in a shop.
16_6205_2_161_01_220110-131228_bem_5da_elicit_1	It looks like this man is the owner of this shop and he sells very nice meat.
16_6205_4_161_01_220110-131228_bem_5da_elicit_2	He has one worker but he is not working because he is not feeling well.
16_6285_0_161_01_220110-190330_bem_5da_elicit_0	A group of people is watching people compete.
16_6285_2_161_01_220110-190330_bem_5da_elicit_1	Yes this is the competition and different people have come to compete in the race.
16_6285_4_161_01_220110-190330_bem_5da_elicit_2	Yes this is a nice place, every year they choose a nice city to hold these games.
16_6293_0_161_01_220110-194354_bem_5da_elicit_0	A woman is walking on the road with a child on her shoulders.
16_6293_2_161_01_220110-194354_bem_5da_elicit_1	Indeed it is his child, they have gone out for some fresh air.
16_6293_4_161_01_220110-194354_bem_5da_elicit_2	Yes this is where they stay, this building has a lot of houses.
16_6351_0_161_01_220111-124624_bem_5da_elicit_0	Three young children are running happily on the green grass.
16_6351_2_161_01_220111-124624_bem_5da_elicit_1	These children are with their parents in the house.
